,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,final c data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ddmin,,,,,,,,,"probdd, shuffle",,,,,,,,probdd,,,,,,,,cdd shuffle,,,,,,,,cdd,,,,,,
,,,,"ddmin, average",,,,,,,,,"probdd, shuffle, average",,,,,,,,"probdd, average",,,,,,,,"cdd, shuffle, average",,,,,,,,"cdd, average",,,,
,,,time/s,size,# iteration,# test,time/h,time/format,,,,time/s,size,# iteration,# test,time/h,time/format,,,time/s,size,# iteration,# test,time/h,time/format,,,time/s,size,# iteration,# test,time/h,time/format,,,time/s,size,# iteration,# test,time/h,time/format
,,xml-4c99b96-13,"20,114",60,61,60,"1,132",870,989,494,335,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-14,"19,970",102,103,102,"2,147","1,687","1,534",987,600,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-15,"20,138",46,46,46,843,788,729,381,297,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-16,"20,126",67,68,70,"1,366","1,189","1,125",658,414,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-17,"20,210",67,68,70,"1,360","1,310","1,120",658,414,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-18,"20,390",28,28,25,724,492,410,324,164,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-19,"20,192",81,82,81,"1,729","1,798","1,895",793,540,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-2,"20,750",53,54,53,878,"1,017",912,362,281,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-3,"20,015",67,68,67,"1,102","1,254",900,483,357,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-4,"20,201",67,67,67,"1,097","1,238",860,482,365,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-5,"20,279",63,62,60,"1,170","1,155","1,029",515,347,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-6,"19,973",81,82,87,"1,258","1,338","1,056",511,381,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-7,"19,973",115,115,115,"3,399","2,560","1,535","1,485",811,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-8,"20,579",42,41,42,926,810,687,422,254,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-4c99b96-9,"20,075",53,53,53,884,940,650,368,278,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-8ede045-1,"20,192",48,61,69,"1,152","1,232","1,137",499,389,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-8ede045-2,"20,177",17,22,34,316,335,360,132,107,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-8ede045-3,"20,393",31,31,31,476,431,313,199,134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-8ede045-4,"20,123",31,25,31,578,472,435,250,151,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-8ede045-5,"20,051",17,20,17,185,246,204,61,72,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-8ede045-6,"20,636",73,80,76,"1,365","1,479","1,545",552,469,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-8ede045-7,"20,054",106,106,106,"2,851","1,686","1,237","1,447",614,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-8ede045-8,"20,177",76,78,76,"1,397","1,327","1,060",597,449,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,xml-f053486-1,"20,030",10,10,10,101,134,76,31,41,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mean,"20,190",56,56,58,972,819,821,453,314,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All,Mean,"31,989",233,235,237,"2,999","2,189","2,102","2,752","1,309","1,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"all benchmarks, xml folded",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Benchmark,Original size (\#),Final size (\#),,,Execution time (s),,,Query number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ddmin,ProbDD,CDD,ddmin,ProbDD,CDD,ddmin,ProbDD,CDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,\cBenchmarkNameShort,\llvm-22382,"9,987",350,353,350,"1,917","1,163","1,005","11,388","5,973","5,262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-22704,"184,444",786,764,745,"27,924","12,418","11,371","52,412","15,425","14,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-23309,"33,310","1,316","1,338","1,265","17,619","9,991","10,828","55,968","19,195","17,953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-23353,"30,196",321,336,324,"3,117","1,874","1,400","11,719","5,757","4,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-25900,"78,960",941,932,937,"7,258","3,683","3,104","35,740","12,553","12,817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-26760,"209,577",520,503,498,"13,123","5,876","5,210","30,063","9,261","9,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-27137,"174,538",972,"1,040",966,"63,971","22,208","23,154","122,516","22,292","20,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-27747,"173,840",431,463,510,"6,545","4,238","2,932","20,000","8,193","5,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\llvm-31259,"48,799","1,033",965,"1,035","13,815","7,497","8,205","35,135","10,776","13,445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-59903,"57,581","1,185",845,743,"9,067","4,879","3,587","47,698","15,725","13,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-60116,"75,224","1,615","1,628","1,617","44,287","27,202","27,195","80,059","27,268","23,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-61383,"32,449",959,966,974,"12,579","6,514","6,566","43,716","13,593","14,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-61917,"85,359",882,908,884,"6,740","3,591","2,953","31,414","12,908","14,194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-64990,"148,931",744,876,681,"21,633","11,890","11,119","44,521","16,074","12,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-65383,"43,942",706,701,709,"5,132","3,543","3,358","25,051","8,591","9,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-66186,"47,481","1,012",981,"1,001","14,280","7,236","12,478","47,253","12,741","19,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-66375,"65,488","1,128","1,141","1,204","23,576","14,182","23,229","47,339","15,690","16,469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-70127,"154,816",934,973,930,"36,390","23,925","24,143","54,925","15,388","15,219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-70586,"212,259","1,583","1,561","1,572","28,859","13,519","15,818","102,603","24,716","30,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,\gcc-71626,"4,397",184,184,184,119,114,99,"1,608","1,156","1,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mean,"64,599",777,775,760,"10,486","5,828","5,676","34,013","11,652","11,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,\debloatBenchmarkNameShort,bzip2-1.0.5,"70,530","20,710","20,747","20,756","137,463","105,782","92,058","54,034","23,240","19,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,chown-8.2,"43,869","9,087","9,303","9,310","38,902","25,616","7,625","50,487","8,278","8,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,date-8.21,"53,442","20,604","20,738","21,120","115,292","16,486","15,378","139,934","14,235","13,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,grep-2.19,"127,681","28,723","28,627","28,990","97,821","85,694","93,552","277,130","42,246","37,607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,gzip-1.2.4,"45,929","17,065","17,068","17,077","73,403","55,520","75,913","147,035","27,569","61,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,mkdir-5.2.1,"34,801","8,625","8,782","8,418","3,227","2,428","1,877","11,969","2,836","2,099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,rm-8.4,"44,459","8,507","8,467","8,461","12,087","5,008","5,109","33,171","5,097","5,057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,sort-8.16,"88,068","14,893","14,843","15,834","60,631","61,739","21,948","119,150","18,711","7,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,tar-1.14,"163,296","20,411","20,713","20,592","115,234","95,765","77,910","200,394","14,384","12,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,uniq-8.16,"63,861","14,350","14,262","14,354","21,672","23,177","19,124","25,886","4,228","3,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mean,"65,151","15,080","15,152","15,235","43,827","28,505","21,782","72,140","11,803","10,686",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,\xmlBenchmarkNameShort,Mean,"20,190",56,56,58,972,819,821,453,314,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All,Mean,"31,989",233,235,237,"2,999","2,189","2,102","2,752","1,309","1,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
